assets,e401k,age,educ,income,incomecat,pension,married,twoearn,ira,ownhome
330,Not eligible,54,12,53475,3,No pension,Married,Yes,No,Yes
-9700,Not eligible,54,12,53961,4,No pension,Married,Yes,No,Yes
0,Not eligible,32,12,22440,1,No pension,Married,Yes,No,Yes
-7500,Not eligible,27,12,43518,3,No pension,Married,Yes,No,No
0,Not eligible,26,12,16983,0,Receives pension,Not married,No,No,No
1300,Not eligible,35,16,24000,1,No pension,Not married,No,No,Yes
1319,Not eligible,56,10,4398,0,No pension,Not married,No,No,Yes
37650,Not eligible,61,12,13893,0,No pension,Not married,No,Yes,Yes
6,Not eligible,26,12,15219,0,No pension,Not married,No,No,No
0,Not eligible,57,7,9417,0,No pension,Not married,No,No,No
74000,Not eligible,52,16,97299,4,Receives pension,Married,Yes,Yes,Yes
-4000,Not eligible,36,12,17136,0,No pension,Married,No,No,No
0,Not eligible,50,11,16728,0,No pension,Not married,No,No,Yes
63000,Not eligible,27,12,15660,0,No pension,Married,No,Yes,Yes
4100,Not eligible,52,16,20700,1,Receives pension,Not married,No,No,No
28150,Not eligible,43,16,117342,4,Receives pension,Married,Yes,No,Yes
3000,Not eligible,41,12,43410,3,No pension,Married,Yes,No,No
0,Not eligible,53,12,12240,0,No pension,Married,No,No,No
-2400,Not eligible,48,8,25692,1,No pension,Married,Yes,No,Yes
6750,Not eligible,36,13,22815,1,No pension,Not married,No,Yes,Yes
6499,Not eligible,41,12,20535,1,No pension,Not married,No,Yes,Yes
2249,Not eligible,42,14,33015,2,Receives pension,Married,Yes,No,Yes
24999,Not eligible,47,12,35814,2,No pension,Married,Yes,Yes,Yes
0,Not eligible,53,6,12852,0,No pension,Married,No,No,No
356,Not eligible,33,12,31575,2,Receives pension,Married,Yes,No,Yes
1574,Not eligible,52,12,45135,3,No pension,Married,No,Yes,Yes
41900,Not eligible,47,14,123690,4,No pension,Married,Yes,No,Yes
0,Not eligible,64,12,13122,0,No pension,Married,No,No,Yes
20750,Not eligible,54,18,21948,1,Receives pension,Not married,No,Yes,No
-95,Not eligible,27,13,15600,0,Receives pension,Not married,No,No,No
-200,Not eligible,30,12,21660,1,No pension,Not married,No,No,No
-765,Not eligible,33,12,11952,0,No pension,Married,No,No,No
-3475,Not eligible,37,14,33366,2,No pension,Not married,No,No,No
0,Not eligible,40,5,9690,0,No pension,Married,No,No,Yes
-1688,Not eligible,55,8,9888,0,No pension,Not married,No,No,Yes
30100,Not eligible,63,12,26055,1,Receives pension,Married,No,Yes,Yes
40,Not eligible,44,12,17850,1,No pension,Not married,No,No,Yes
176,Not eligible,35,13,9702,0,No pension,Not married,No,No,No
700,Not eligible,46,12,34938,2,No pension,Married,Yes,No,No
0,Not eligible,59,12,12960,0,No pension,Married,No,No,Yes
0,Not eligible,41,12,13572,0,No pension,Not married,No,No,No
74000,Not eligible,31,16,105567,4,No pension,Not married,No,Yes,Yes
57499,Not eligible,44,14,33774,2,No pension,Married,No,Yes,Yes
-12188,Not eligible,34,16,39303,3,No pension,Not married,No,No,No
999,Not eligible,27,14,12660,0,No pension,Not married,No,No,No
-6586,Not eligible,48,14,18537,1,No pension,Not married,No,No,No
0,Not eligible,32,12,18756,1,No pension,Not married,No,No,Yes
15,Not eligible,47,11,12240,0,No pension,Not married,No,No,No
-4200,Not eligible,40,16,60846,4,No pension,Married,No,No,No
-1900,Not eligible,29,16,12216,0,No pension,Not married,No,No,No
16000,Not eligible,42,18,36600,2,No pension,Not married,No,No,Yes
-450,Not eligible,64,12,17619,1,No pension,Married,No,No,Yes
-2850,Not eligible,39,13,15720,0,No pension,Not married,No,No,No
12527,Not eligible,37,16,36852,2,No pension,Married,Yes,Yes,Yes
-5750,Not eligible,28,15,55305,4,No pension,Married,Yes,No,Yes
-45,Not eligible,31,15,12666,0,No pension,Not married,No,No,No
-205,Not eligible,32,12,15552,0,No pension,Not married,No,No,No
-1300,Not eligible,30,15,2520,0,No pension,Married,No,No,Yes
-6901,Not eligible,38,12,55434,4,No pension,Married,Yes,No,Yes
200,Not eligible,34,12,19350,1,No pension,Not married,No,No,No
36799,Not eligible,63,15,40824,3,No pension,Married,No,Yes,Yes
0,Not eligible,55,10,45384,3,No pension,Married,No,No,No
-3592,Not eligible,31,16,16020,0,No pension,Not married,No,No,No
-2200,Not eligible,26,12,17880,1,No pension,Not married,No,No,Yes
300,Not eligible,36,12,40050,3,No pension,Married,Yes,No,Yes
8100,Not eligible,50,16,84600,4,Receives pension,Married,Yes,No,Yes
-9716,Not eligible,33,12,24840,1,No pension,Married,Yes,No,No
62000,Not eligible,59,14,36696,2,Receives pension,Not married,No,Yes,No
119200,Not eligible,60,18,52767,3,No pension,Married,Yes,Yes,Yes
150,Not eligible,40,12,50742,3,No pension,Not married,No,No,Yes
-4100,Not eligible,26,11,61710,4,No pension,Married,No,No,Yes
20694,Not eligible,56,10,47877,3,No pension,Married,Yes,Yes,Yes
-1600,Not eligible,38,12,12312,0,No pension,Not married,No,No,No
20,Not eligible,36,12,8976,0,No pension,Not married,No,No,No
400,Not eligible,44,12,15135,0,No pension,Married,Yes,No,No
0,Not eligible,41,12,12471,0,Receives pension,Not married,No,No,No
1667,Not eligible,39,14,25728,1,No pension,Not married,No,No,No
-3150,Not eligible,33,17,36549,2,Receives pension,Not married,No,Yes,Yes
18150,Not eligible,51,12,58245,4,No pension,Married,Yes,No,Yes
1148,Not eligible,46,12,9720,0,Receives pension,Not married,No,Yes,No
-1500,Not eligible,40,16,86781,4,No pension,Married,Yes,No,Yes
-700,Not eligible,34,12,22800,1,No pension,Not married,No,No,No
15645,Not eligible,29,15,31548,2,No pension,Married,No,No,Yes
-2249,Not eligible,38,13,10614,0,No pension,Not married,No,No,Yes
48000,Not eligible,53,13,11538,0,No pension,Not married,No,No,Yes
-4500,Not eligible,29,12,18000,1,No pension,Not married,No,No,No
29771,Not eligible,33,13,30966,2,No pension,Married,No,No,Yes
7500,Not eligible,48,18,29496,2,No pension,Not married,No,Yes,Yes
-400,Not eligible,42,12,24408,1,No pension,Not married,No,No,No
205,Not eligible,56,11,14730,0,Receives pension,Not married,No,No,No
1100,Not eligible,52,16,27465,2,Receives pension,Married,No,No,Yes
-460,Not eligible,46,12,7767,0,No pension,Married,No,No,Yes
0,Not eligible,38,14,21600,1,No pension,Not married,No,No,No
0,Not eligible,45,12,9096,0,No pension,Not married,No,No,No
7000,Not eligible,28,16,30879,2,No pension,Not married,No,Yes,Yes
0,Not eligible,28,15,21600,1,No pension,Not married,No,No,No
-121472,Not eligible,33,12,40902,3,No pension,Married,No,No,No
-1100,Not eligible,28,15,12306,0,No pension,Not married,No,No,No
399,Not eligible,39,12,25224,1,Receives pension,Not married,No,No,No
51299,Not eligible,43,16,85575,4,No pension,Married,Yes,No,Yes
-53916,Not eligible,46,16,79392,4,Receives pension,Married,Yes,No,Yes
-4750,Not eligible,33,12,38073,3,Receives pension,Married,Yes,No,Yes
300,Not eligible,35,12,54750,4,No pension,Married,Yes,No,Yes
900,Not eligible,51,12,36060,2,No pension,Married,Yes,No,Yes
-3300,Not eligible,27,17,35745,2,No pension,Married,Yes,No,No
2400,Not eligible,28,12,25500,1,No pension,Married,No,No,No
-10642,Not eligible,35,13,8649,0,No pension,Married,No,No,No
0,Not eligible,43,3,9747,0,No pension,Married,No,No,Yes
-15600,Not eligible,30,12,57996,4,No pension,Married,Yes,No,Yes
85,Not eligible,31,17,8088,0,Receives pension,Not married,No,No,No
50020,Not eligible,52,16,43341,3,No pension,Married,No,Yes,Yes
500,Not eligible,47,18,36000,2,No pension,Not married,No,Yes,No
450,Not eligible,57,12,49290,3,No pension,Married,Yes,No,No
250,Not eligible,30,13,54744,4,Receives pension,Married,Yes,No,Yes
3172,Not eligible,43,15,29898,2,No pension,Married,Yes,Yes,Yes
-105,Not eligible,38,14,42684,3,No pension,Married,Yes,No,No
300,Not eligible,38,12,31875,2,Receives pension,Married,Yes,No,Yes
2956,Not eligible,51,18,48216,3,No pension,Not married,No,No,Yes
300,Not eligible,28,15,28806,2,No pension,Married,Yes,No,No
-3000,Not eligible,26,8,3450,0,No pension,Married,No,No,No
5300,Not eligible,27,12,23550,1,No pension,Married,No,No,No
25290,Not eligible,34,15,66000,4,No pension,Not married,No,No,Yes
-205,Not eligible,26,12,15699,0,Receives pension,Not married,No,No,No
-501,Not eligible,30,18,22641,1,Receives pension,Not married,No,No,No
12000,Not eligible,34,17,19110,1,No pension,Not married,No,No,No
-1025,Not eligible,35,13,16977,0,Receives pension,Not married,No,No,No
288,Not eligible,29,10,14274,0,No pension,Not married,No,No,No
-3650,Not eligible,43,13,18240,1,No pension,Not married,No,No,No
1200,Not eligible,29,14,18540,1,No pension,Married,Yes,No,Yes
850,Not eligible,59,16,18564,1,Receives pension,Not married,No,No,Yes
0,Not eligible,25,12,3876,0,No pension,Not married,No,No,No
200,Not eligible,47,12,20400,1,No pension,Married,No,No,Yes
-3300,Not eligible,32,12,27960,2,No pension,Not married,No,No,No
0,Not eligible,28,13,7920,0,No pension,Not married,No,No,No
79999,Not eligible,45,13,66000,4,Receives pension,Not married,No,No,Yes
-17500,Not eligible,48,12,72810,4,No pension,Married,Yes,No,No
10500,Not eligible,62,8,57330,4,No pension,Married,Yes,No,Yes
-3900,Not eligible,25,14,14307,0,No pension,Not married,No,No,No
1488,Not eligible,63,12,18600,1,No pension,Married,No,No,Yes
0,Not eligible,31,10,8031,0,No pension,Not married,No,No,No
-8000,Not eligible,37,12,28500,2,No pension,Not married,No,No,Yes
-1000,Not eligible,52,11,28191,2,Receives pension,Married,No,No,Yes
-3500,Not eligible,43,16,84000,4,No pension,Not married,No,No,Yes
440,Not eligible,41,14,32472,2,Receives pension,Not married,No,No,No
4500,Not eligible,40,12,26073,1,Receives pension,Not married,No,No,Yes
-1985,Not eligible,29,12,22440,1,No pension,Married,No,No,Yes
4498,Not eligible,55,12,54729,4,No pension,Married,Yes,No,Yes
2700,Not eligible,36,14,40392,3,No pension,Married,No,Yes,Yes
1059,Not eligible,41,12,38538,3,No pension,Married,Yes,No,Yes
31699,Not eligible,28,16,39336,3,No pension,Married,No,No,Yes
-1715,Not eligible,31,14,14400,0,Receives pension,Not married,No,No,No
-7551,Not eligible,42,14,13200,0,No pension,Not married,No,No,Yes
300,Not eligible,49,12,45150,3,No pension,Married,No,Yes,Yes
-5800,Not eligible,34,12,25392,1,No pension,Married,No,No,Yes
9514,Not eligible,29,14,36666,2,No pension,Married,Yes,Yes,No
111700,Not eligible,50,15,70902,4,No pension,Married,Yes,Yes,Yes
263,Not eligible,43,13,11452,0,Receives pension,Not married,No,No,No
-3370,Not eligible,63,16,28908,2,Receives pension,Not married,No,No,No
3178,Not eligible,34,9,17337,1,No pension,Married,No,No,Yes
400,Not eligible,48,12,33921,2,No pension,Not married,No,No,Yes
1100,Not eligible,25,17,33270,2,No pension,Not married,No,No,No
-9998,Not eligible,36,12,56190,4,No pension,Married,Yes,Yes,Yes
-17975,Not eligible,26,14,59199,4,No pension,Married,Yes,No,Yes
0,Not eligible,25,11,1560,0,No pension,Not married,No,No,Yes
2600,Not eligible,39,18,27354,2,Receives pension,Not married,No,Yes,Yes
44159,Not eligible,52,13,33489,2,No pension,Married,Yes,Yes,Yes
0,Not eligible,26,12,6000,0,No pension,Married,No,No,No
63700,Not eligible,41,16,58800,4,No pension,Married,Yes,Yes,Yes
3330,Not eligible,45,8,15441,0,No pension,Married,Yes,No,Yes
1400,Not eligible,25,12,14850,0,No pension,Not married,No,No,No
0,Not eligible,48,12,3600,0,No pension,Not married,No,No,No
160,Not eligible,38,16,26520,1,Receives pension,Married,Yes,No,No
42500,Not eligible,57,13,87063,4,No pension,Married,No,No,Yes
0,Not eligible,25,12,11865,0,No pension,Married,Yes,No,No
-930,Not eligible,31,13,12600,0,No pension,Not married,No,No,No
-1570,Not eligible,38,12,5607,0,No pension,Not married,No,No,Yes
3116,Not eligible,46,13,12945,0,No pension,Married,No,Yes,Yes
293,Not eligible,30,12,32931,2,No pension,Married,Yes,No,No
5899,Not eligible,43,12,34608,2,No pension,Married,No,No,No
0,Not eligible,57,13,20091,1,No pension,Married,No,No,Yes
-5300,Not eligible,39,12,52416,3,No pension,Married,Yes,No,Yes
876,Not eligible,47,12,10848,0,No pension,Not married,No,No,Yes
-700,Not eligible,53,9,20412,1,No pension,Married,No,No,Yes
12199,Not eligible,27,16,25386,1,No pension,Not married,No,Yes,No
-950,Not eligible,39,16,58650,4,No pension,Married,Yes,No,Yes
97759,Not eligible,46,14,68085,4,No pension,Married,No,Yes,Yes
28000,Not eligible,40,17,29220,2,No pension,Not married,No,No,No
0,Not eligible,26,12,30600,2,Receives pension,Not married,No,No,Yes
0,Not eligible,31,12,13770,0,No pension,Not married,No,No,Yes
2000,Not eligible,40,12,28680,2,No pension,Married,No,No,Yes
-11055,Not eligible,42,14,55041,4,No pension,Married,Yes,No,No
-290,Not eligible,34,13,15600,0,No pension,Married,No,No,No
0,Not eligible,32,11,12828,0,No pension,Not married,No,No,No
-250,Not eligible,49,8,14226,0,No pension,Married,No,No,Yes
-4500,Not eligible,38,12,38349,3,No pension,Married,Yes,No,Yes
100,Not eligible,41,13,45624,3,No pension,Married,No,No,Yes
-2580,Not eligible,62,10,15051,0,No pension,Married,No,No,Yes
3999,Not eligible,28,18,25815,1,No pension,Married,No,No,No
4,Not eligible,47,12,17172,0,No pension,Married,Yes,No,Yes
5248,Not eligible,51,14,105843,4,No pension,Married,Yes,Yes,No
-2000,Not eligible,47,12,7800,0,No pension,Not married,No,No,No
500,Not eligible,34,15,44688,3,No pension,Married,No,No,Yes
-1190,Not eligible,34,12,9792,0,No pension,Not married,No,No,Yes
-2000,Not eligible,30,11,17967,1,No pension,Not married,No,No,Yes
3600,Not eligible,45,16,29400,2,No pension,Not married,No,No,No
-1700,Not eligible,26,12,32748,2,No pension,Married,Yes,No,Yes
-600,Not eligible,34,12,8322,0,No pension,Married,No,No,No
4000,Not eligible,25,16,34170,2,No pension,Not married,No,No,No
21199,Not eligible,39,16,50283,3,Receives pension,Married,Yes,No,Yes
19900,Not eligible,45,14,31995,2,No pension,Married,No,Yes,No
-10300,Not eligible,25,18,19926,1,No pension,Not married,No,No,No
26549,Not eligible,60,11,27420,2,No pension,Married,No,Yes,Yes
-1501,Not eligible,25,12,36168,2,Receives pension,Married,Yes,No,Yes
-661,Not eligible,57,11,18132,1,No pension,Married,No,No,No
2559,Not eligible,34,12,24915,1,No pension,Married,No,No,Yes
1600,Not eligible,29,14,45975,3,No pension,Married,Yes,No,No
-8593,Not eligible,29,15,30495,2,No pension,Married,No,No,Yes
2600,Not eligible,61,8,16056,0,No pension,Not married,No,No,Yes
-24400,Not eligible,30,18,45180,3,Receives pension,Not married,No,No,Yes
1500,Not eligible,49,18,23271,1,Receives pension,Not married,No,No,No
-5800,Not eligible,43,16,37215,2,Receives pension,Not married,No,No,Yes
8700,Not eligible,53,10,14124,0,Receives pension,Not married,No,Yes,No
19747,Not eligible,36,16,1137,0,No pension,Married,No,Yes,Yes
0,Not eligible,35,15,9102,0,No pension,Not married,No,No,No
0,Not eligible,37,12,9828,0,No pension,Not married,No,No,No
-3100,Not eligible,27,14,24651,1,No pension,Not married,No,No,Yes
-100,Not eligible,28,15,16590,0,No pension,Not married,No,No,No
23149,Not eligible,60,12,22512,1,No pension,Not married,No,No,Yes
-450,Not eligible,30,14,16413,0,No pension,Married,Yes,No,No
2349,Not eligible,46,13,59631,4,No pension,Not married,No,No,Yes
3499,Not eligible,56,12,14748,0,No pension,Not married,No,No,Yes
0,Not eligible,56,12,30960,2,No pension,Married,No,No,Yes
-4146,Not eligible,32,12,17034,0,No pension,Married,No,No,No
-4928,Not eligible,33,13,33180,2,No pension,Married,Yes,No,Yes
1499,Not eligible,39,12,31860,2,Receives pension,Not married,No,No,No
15499,Not eligible,44,12,56250,4,No pension,Married,No,Yes,Yes
202747,Not eligible,36,18,48573,3,No pension,Married,No,Yes,Yes
-784,Not eligible,41,12,22800,1,No pension,Not married,No,No,No
-400,Not eligible,47,6,13635,0,No pension,Married,Yes,No,Yes
5350,Not eligible,43,14,52803,3,Receives pension,Married,Yes,No,Yes
-2100,Not eligible,33,11,22764,1,No pension,Married,Yes,No,Yes
-5000,Not eligible,50,13,57024,4,No pension,Married,Yes,No,No
0,Not eligible,31,5,4380,0,No pension,Not married,No,No,No
1800,Not eligible,52,7,27939,2,Receives pension,Not married,No,No,Yes
-3151,Not eligible,29,14,46575,3,No pension,Married,Yes,Yes,Yes
53700,Not eligible,26,16,36309,2,No pension,Married,Yes,No,No
0,Not eligible,40,15,10902,0,No pension,Not married,No,No,No
300,Not eligible,33,12,28560,2,No pension,Married,Yes,No,No
0,Not eligible,25,15,30651,2,No pension,Not married,No,No,Yes
12000,Not eligible,30,12,22074,1,No pension,Not married,No,No,Yes
-9360,Not eligible,44,12,24057,1,No pension,Married,Yes,No,Yes
-473,Not eligible,31,12,9024,0,No pension,Not married,No,No,No
2823,Not eligible,40,12,41568,3,No pension,Married,Yes,No,Yes
-2551,Not eligible,64,12,12069,0,No pension,Married,No,No,Yes
5800,Not eligible,49,14,57615,4,No pension,Married,Yes,No,Yes
550,Not eligible,34,13,65505,4,No pension,Married,Yes,No,Yes
950,Not eligible,35,12,27624,2,No pension,Married,No,No,Yes
24000,Not eligible,37,18,48180,3,No pension,Married,No,Yes,Yes
54719,Not eligible,61,14,27654,2,No pension,Not married,No,Yes,Yes
3800,Not eligible,43,12,44934,3,No pension,Married,Yes,No,Yes
189400,Not eligible,58,13,39150,3,No pension,Married,No,Yes,Yes
840,Not eligible,59,9,12921,0,No pension,Not married,No,No,Yes
-600,Not eligible,37,12,13380,0,No pension,Not married,No,No,No
0,Not eligible,30,9,15690,0,No pension,Married,Yes,No,No
10800,Not eligible,43,16,37392,3,No pension,Married,Yes,Yes,No
200,Not eligible,32,10,21399,1,No pension,Not married,No,No,No
-1000,Not eligible,45,12,13260,0,No pension,Not married,No,No,Yes
-1300,Not eligible,52,13,27360,2,No pension,Married,No,No,Yes
-1640,Not eligible,32,6,35955,2,No pension,Married,No,No,Yes
14900,Not eligible,44,17,78099,4,Receives pension,Married,Yes,Yes,Yes
-128,Not eligible,32,10,22080,1,No pension,Married,Yes,No,No
0,Not eligible,37,12,7563,0,No pension,Married,Yes,No,No
1200,Not eligible,50,9,28254,2,No pension,Married,Yes,No,No
8030,Not eligible,48,13,47637,3,No pension,Not married,No,Yes,Yes
3975,Not eligible,61,12,57060,4,Receives pension,Married,Yes,No,Yes
-1700,Not eligible,41,18,17100,0,No pension,Not married,No,No,No
5980,Not eligible,59,18,64956,4,No pension,Married,Yes,Yes,Yes
0,Not eligible,34,12,34680,2,No pension,Not married,No,No,Yes
99760,Not eligible,62,18,57081,4,No pension,Married,No,Yes,Yes
-285,Not eligible,37,12,13464,0,No pension,Married,No,No,Yes
-9300,Not eligible,27,12,97950,4,Receives pension,Not married,No,No,No
-8301,Not eligible,39,18,28836,2,No pension,Not married,No,No,No
38678,Not eligible,32,16,93954,4,No pension,Married,Yes,Yes,No
0,Not eligible,28,12,16320,0,No pension,Married,No,No,No
25850,Not eligible,42,17,63858,4,Receives pension,Married,Yes,Yes,Yes
-850,Not eligible,31,12,35856,2,No pension,Married,No,No,No
0,Not eligible,60,9,7452,0,No pension,Not married,No,No,Yes
5756,Not eligible,53,18,70374,4,Receives pension,Married,Yes,No,Yes
19200,Not eligible,51,12,30516,2,No pension,Married,No,No,Yes
-5300,Not eligible,25,15,13254,0,Receives pension,Not married,No,No,No
-960,Not eligible,33,6,19200,1,No pension,Married,No,No,No
173,Not eligible,57,12,14292,0,No pension,Not married,No,No,Yes
1600,Not eligible,45,12,25320,1,No pension,Not married,No,No,Yes
0,Not eligible,31,12,14280,0,No pension,Not married,No,No,Yes
1200,Not eligible,28,16,12672,0,Receives pension,Not married,No,No,No
200,Not eligible,46,12,19440,1,No pension,Not married,No,No,Yes
-3151,Not eligible,43,12,17880,1,No pension,Not married,No,No,Yes
